tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight
CB15-3a	CB15-3a_LP-DIR-T	CB15-3		lt	10.6	41.4	3.0	3.0	0.0	60.1	1.9	473.0	273.0	K		hargrave 2021-11-27 13:41:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB15-3a	CB15-3a_LP-DIR-T	CB15-3		mt	262.2	47.5	3.0	13.0	0.0	0.0	1.0	854.0	793.0	K		hargrave 2021-11-27 13:41:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB15-3a	CB15-3a_LP-DIR-T	CB15-3		ht	264.7	45.2	3.0	4.0	0.0	4.8	2.8	918.0	873.0	K		hargrave 2021-11-27 13:41:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB15-3a	CB15-3a_LP-DIR-T	CB15-3		lt	9.9	31.0	3.0	3.0	100.0	60.1	1.9	473.0	273.0	K		hargrave 2021-11-27 13:41:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB15-3a	CB15-3a_LP-DIR-T	CB15-3		ht	275.4	46.1	3.0	4.0	100.0	4.8	2.8	918.0	873.0	K		hargrave 2021-11-27 13:41:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB15-4a	CB15-4a_LP-DIR-T	CB15-4		lt	4.5	52.6	2.0	3.0	0.0	55.4	5.3	473.0	273.0	K		hargrave 2021-11-27 13:43:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB15-4a	CB15-4a_LP-DIR-T	CB15-4		mt	169.6	-1.5	2.0	12.0	-1.0	0.0	2.0	854.0	793.0	K		hargrave 2021-11-27 13:43:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB15-4a	CB15-4a_LP-DIR-T	CB15-4		mt	263.4	43.6	2.0	12.0	100.0	0.0	2.0	854.0	793.0	K		hargrave 2021-11-27 13:43:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB15-4a	CB15-4a_LP-DIR-T	CB15-4		lt	230.8	38.9	2.0	3.0	-1.0	55.4	5.3	473.0	273.0	K		hargrave 2021-11-27 13:43:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB15-4a		CB15-4																	This study	LP-NOMAG			
CB15-4a	CB15-4a_LP-DIR-T	CB15-4		lt	4.5	42.2	2.0	3.0	100.0	55.4	5.3	473.0	273.0	K		hargrave 2021-11-27 13:43:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB15-4a	CB15-4a_LP-DIR-T	CB15-4		mt	254.3	40.7	2.0	12.0	0.0	0.0	2.0	854.0	793.0	K		hargrave 2021-11-27 13:43:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB15-5a		CB15-5																	This study	LP-NOMAG			
CB15-5a	CB15-5a_LP-DIR-T	CB15-5		lt	4.4	48.3	2.0	3.0	100.0	49.2	1.7	473.0	273.0	K		hargrave 2021-11-27 13:46:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB15-5a	CB15-5a_LP-DIR-T	CB15-5		mt	200.3	-52.4	2.0	12.0	-1.0	0.0	1.3	854.0	793.0	K		hargrave 2021-11-27 13:46:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB15-5a	CB15-5a_LP-DIR-T	CB15-5		lt	4.3	58.7	2.0	3.0	0.0	49.2	1.7	473.0	273.0	K		hargrave 2021-11-27 13:46:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB15-5a	CB15-5a_LP-DIR-T	CB15-5		mt	265.2	40.7	2.0	12.0	0.0	0.0	1.3	854.0	793.0	K		hargrave 2021-11-27 13:46:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB15-5a	CB15-5a_LP-DIR-T	CB15-5		mt	274.3	41.6	2.0	12.0	100.0	0.0	1.3	854.0	793.0	K		hargrave 2021-11-27 13:46:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB15-5a	CB15-5a_LP-DIR-T	CB15-5		lt	208.3	7.6	2.0	3.0	-1.0	49.2	1.7	473.0	273.0	K		hargrave 2021-11-27 13:46:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB15-6a	CB15-6a_LP-DIR-T	CB15-6		lt	3.2	61.1	2.0	3.0	100.0	48.3	3.7	473.0	273.0	K		hargrave 2021-11-27 13:47:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB15-6a	CB15-6a_LP-DIR-T	CB15-6		mt	247.0	48.6	2.0	12.0	100.0	0.0	1.7	854.0	793.0	K		hargrave 2021-11-27 13:47:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB15-6a		CB15-6																	This study	LP-NOMAG			
CB15-6a	CB15-6a_LP-DIR-T	CB15-6		mt	163.3	-17.1	2.0	12.0	-1.0	0.0	1.7	854.0	793.0	K		hargrave 2021-11-27 13:47:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB15-6a	CB15-6a_LP-DIR-T	CB15-6		mt	237.9	43.0	2.0	12.0	0.0	0.0	1.7	854.0	793.0	K		hargrave 2021-11-27 13:47:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB15-6a	CB15-6a_LP-DIR-T	CB15-6		lt	2.4	71.5	2.0	3.0	0.0	48.3	3.7	473.0	273.0	K		hargrave 2021-11-27 13:47:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB15-6a	CB15-6a_LP-DIR-T	CB15-6		lt	200.8	29.4	2.0	3.0	-1.0	48.3	3.7	473.0	273.0	K		hargrave 2021-11-27 13:47:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB16-1a	CB16-1a_LP-DIR-T	CB16-1		lt	3.0	48.1	2.0	4.0	100.0	30.5	3.9	573.0	273.0	K		hargrave 2021-11-16 14:23:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB16-1a	CB16-1a_LP-DIR-T	CB16-1		mt	269.5	7.9	2.0	5.0	100.0	0.0	8.7	828.0	803.0	K		hargrave 2021-11-16 14:23:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB16-1a	CB16-1a_LP-DIR-T	CB16-1		lt	2.5	58.5	2.0	4.0	0.0	30.5	3.9	573.0	273.0	K		hargrave 2021-11-16 14:23:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB16-1a		CB16-1																	This study	LP-NOMAG			
CB16-1a	CB16-1a_LP-DIR-T	CB16-1		mt	268.2	6.8	2.0	5.0	0.0	0.0	8.7	828.0	803.0	K		hargrave 2021-11-16 14:23:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB16-1a	CB16-1a_LP-DIR-T	CB16-1		lt	220.4	58.5	2.0	4.0	-1.0	30.5	3.9	573.0	273.0	K		hargrave 2021-11-16 14:23:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB16-1a	CB16-1a_LP-DIR-T	CB16-1		mt	232.5	-27.4	2.0	5.0	-1.0	0.0	8.7	828.0	803.0	K		hargrave 2021-11-16 14:23:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB16-2a		CB16-2																	This study	LP-NOMAG			
CB16-3a		CB16-3																	This study	LP-NOMAG			
CB16-3a	CB16-3a_LP-DIR-T	CB16-3		lt	0.5	44.4	2.0	3.0	100.0	37.7	6.6	473.0	273.0	K		hargrave 2021-11-16 16:44:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB16-3a	CB16-3a_LP-DIR-T	CB16-3		mt	263.1	17.9	2.0	11.0	100.0	0.0	8.0	848.0	793.0	K		hargrave 2021-11-16 16:44:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB16-3a	CB16-3a_LP-DIR-T	CB16-3		lt	178.8	42.8	2.0	3.0	-1.0	37.7	6.6	473.0	273.0	K		hargrave 2021-11-16 16:44:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB16-3a	CB16-3a_LP-DIR-T	CB16-3		mt	82.5	17.4	2.0	11.0	-1.0	0.0	8.0	848.0	793.0	K		hargrave 2021-11-16 16:44:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB16-3a	CB16-3a_LP-DIR-T	CB16-3		lt	359.4	54.8	2.0	3.0	0.0	37.7	6.6	473.0	273.0	K		hargrave 2021-11-16 16:44:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB16-3a	CB16-3a_LP-DIR-T	CB16-3		mt	260.0	15.5	2.0	11.0	0.0	0.0	8.0	848.0	793.0	K		hargrave 2021-11-16 16:44:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB16-4a	CB16-4a_LP-DIR-T	CB16-4		mt	252.7	29.1	2.0	6.0	0.0	0.0	2.9	828.0	793.0	K		hargrave 2021-11-27 13:49:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB16-4a		CB16-4																	This study	LP-NOMAG			
CB16-4a	CB16-4a_LP-DIR-T	CB16-4		lt	188.1	43.0	2.0	3.0	-1.0	43.8	1.7	473.0	273.0	K		hargrave 2021-11-27 13:49:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB16-4a	CB16-4a_LP-DIR-T	CB16-4		mt	67.9	36.4	2.0	6.0	-1.0	0.0	2.9	828.0	793.0	K		hargrave 2021-11-27 13:49:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB16-4a	CB16-4a_LP-DIR-T	CB16-4		lt	25.5	58.8	2.0	3.0	0.0	43.8	1.7	473.0	273.0	K		hargrave 2021-11-27 13:49:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB16-4a	CB16-4a_LP-DIR-T	CB16-4		lt	21.0	48.9	2.0	3.0	100.0	43.8	1.7	473.0	273.0	K		hargrave 2021-11-27 13:49:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB16-4a	CB16-4a_LP-DIR-T	CB16-4		mt	258.5	32.5	2.0	6.0	100.0	0.0	2.9	828.0	793.0	K		hargrave 2021-11-27 13:49:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB16-5a		CB16-5																	This study	LP-NOMAG			
CB16-5a	CB16-5a_LP-DIR-T	CB16-5		lt	5.6	39.9	2.0	4.0	100.0	38.6	2.9	573.0	273.0	K		hargrave 2021-11-16 16:45:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB16-5a	CB16-5a_LP-DIR-T	CB16-5		mt	265.2	19.1	2.0	12.0	0.0	0.0	5.3	848.0	773.0	K		hargrave 2021-11-16 16:45:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB16-5a	CB16-5a_LP-DIR-T	CB16-5		mt	268.9	20.5	2.0	12.0	100.0	0.0	5.3	848.0	773.0	K		hargrave 2021-11-16 16:45:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB16-5a	CB16-5a_LP-DIR-T	CB16-5		mt	91.6	19.6	2.0	12.0	-1.0	0.0	5.3	848.0	773.0	K		hargrave 2021-11-16 16:45:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB16-5a	CB16-5a_LP-DIR-T	CB16-5		lt	184.4	32.3	2.0	4.0	-1.0	38.6	2.9	573.0	273.0	K		hargrave 2021-11-16 16:45:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB16-5a	CB16-5a_LP-DIR-T	CB16-5		lt	5.8	50.3	2.0	4.0	0.0	38.6	2.9	573.0	273.0	K		hargrave 2021-11-16 16:45:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB16-6a	CB16-6a_LP-DIR-T	CB16-6		lt	188.9	26.9	2.0	4.0	-1.0	52.6	2.9	573.0	273.0	K		hargrave 2021-11-18 13:09:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB16-6a	CB16-6a_LP-DIR-T	CB16-6		mt	81.5	21.3	2.0	10.0	-1.0	0.0	4.1	854.0	818.0	K		hargrave 2021-11-18 13:09:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB16-6a	CB16-6a_LP-DIR-T	CB16-6		lt	16.1	55.4	2.0	4.0	0.0	52.6	2.9	573.0	273.0	K		hargrave 2021-11-18 13:09:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB16-6a	CB16-6a_LP-DIR-T	CB16-6		mt	254.2	14.5	2.0	10.0	0.0	0.0	4.1	854.0	818.0	K		hargrave 2021-11-18 13:09:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB16-6a	CB16-6a_LP-DIR-T	CB16-6		lt	13.9	45.2	2.0	4.0	100.0	52.6	2.9	573.0	273.0	K		hargrave 2021-11-18 13:09:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB16-6a	CB16-6a_LP-DIR-T	CB16-6		mt	257.1	17.9	2.0	10.0	100.0	0.0	4.1	854.0	818.0	K		hargrave 2021-11-18 13:09:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB16-6a		CB16-6																	This study	LP-NOMAG			
CB16-7a		CB16-7																	This study	LP-NOMAG			
CB16-7a	CB16-7a_LP-DIR-T	CB16-7		lt	15.3	53.1	2.0	4.0	0.0	36.3	2.9	573.0	273.0	K		hargrave 2021-11-18 13:11:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB16-7a	CB16-7a_LP-DIR-T	CB16-7		mt	268.1	15.2	2.0	12.0	0.0	0.0	6.4	854.0	813.0	K		hargrave 2021-11-18 13:11:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB16-7a	CB16-7a_LP-DIR-T	CB16-7		lt	13.4	42.8	2.0	4.0	100.0	36.3	2.9	573.0	273.0	K		hargrave 2021-11-18 13:11:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB16-7a	CB16-7a_LP-DIR-T	CB16-7		lt	38.9	67.8	2.0	4.0	-1.0	36.3	2.9	573.0	273.0	K		hargrave 2021-11-18 13:11:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB16-7a	CB16-7a_LP-DIR-T	CB16-7		mt	271.3	16.3	2.0	12.0	-1.0	0.0	6.4	854.0	813.0	K		hargrave 2021-11-18 13:11:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB16-7a	CB16-7a_LP-DIR-T	CB16-7		mt	271.0	16.2	2.0	12.0	100.0	0.0	6.4	854.0	813.0	K		hargrave 2021-11-18 13:11:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB16-8a	CB16-8a_LP-DIR-T	CB16-8		lt	213.0	-3.1	2.0	4.0	-1.0	41.2	5.5	573.0	273.0	K		hargrave 2021-11-18 13:12:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB16-8a	CB16-8a_LP-DIR-T	CB16-8		lt	358.1	53.5	2.0	4.0	0.0	41.2	5.5	573.0	273.0	K		hargrave 2021-11-18 13:12:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB16-8a	CB16-8a_LP-DIR-T	CB16-8		mt	137.2	-61.0	2.0	11.0	-1.0	0.0	7.9	854.0	813.0	K		hargrave 2021-11-18 13:12:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB16-8a	CB16-8a_LP-DIR-T	CB16-8		mt	274.1	8.9	2.0	11.0	100.0	0.0	7.9	854.0	813.0	K		hargrave 2021-11-18 13:12:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB16-8a	CB16-8a_LP-DIR-T	CB16-8		lt	359.4	43.2	2.0	4.0	100.0	41.2	5.5	573.0	273.0	K		hargrave 2021-11-18 13:12:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB16-8a	CB16-8a_LP-DIR-T	CB16-8		mt	272.5	8.7	2.0	11.0	0.0	0.0	7.9	854.0	813.0	K		hargrave 2021-11-18 13:12:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB16-8a		CB16-8																	This study	LP-NOMAG			
CB17-1a		CB17-1																	This study	LP-NOMAG			
CB17-1a	CB17-1a_LP-DIR-T	CB17-1		lt	353.5	65.2	2.0	4.0	100.0	36.3	12.3	573.0	273.0	K		hargrave 2021-11-27 13:51:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB17-1a	CB17-1a_LP-DIR-T	CB17-1		mt	250.8	47.9	2.0	12.0	0.0	0.0	1.8	854.0	793.0	K		hargrave 2021-11-27 13:51:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB17-1a	CB17-1a_LP-DIR-T	CB17-1		lt	346.0	75.3	2.0	4.0	0.0	36.3	12.3	573.0	273.0	K		hargrave 2021-11-27 13:51:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB17-1a	CB17-1a_LP-DIR-T	CB17-1		mt	162.5	-28.5	2.0	12.0	-1.0	0.0	1.8	854.0	793.0	K		hargrave 2021-11-27 13:51:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB17-1a	CB17-1a_LP-DIR-T	CB17-1		lt	194.0	5.2	2.0	4.0	-1.0	36.3	12.3	573.0	273.0	K		hargrave 2021-11-27 13:51:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB17-1a	CB17-1a_LP-DIR-T	CB17-1		mt	262.5	51.2	2.0	12.0	100.0	0.0	1.8	854.0	793.0	K		hargrave 2021-11-27 13:51:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB17-2a	CB17-2a_LP-DIR-T	CB17-2		mt	257.9	44.6	2.0	13.0	0.0	0.0	1.1	854.0	773.0	K		hargrave 2021-11-27 13:52:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB17-2a	CB17-2a_LP-DIR-T	CB17-2		lt	348.3	56.7	2.0	4.0	0.0	46.6	14.9	573.0	273.0	K		hargrave 2021-11-27 13:52:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB17-2a	CB17-2a_LP-DIR-T	CB17-2		mt	193.5	-27.5	2.0	13.0	-1.0	0.0	1.1	854.0	773.0	K		hargrave 2021-11-27 13:52:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB17-2a	CB17-2a_LP-DIR-T	CB17-2		lt	214.7	22.8	2.0	4.0	-1.0	46.6	14.9	573.0	273.0	K		hargrave 2021-11-27 13:52:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB17-2a	CB17-2a_LP-DIR-T	CB17-2		mt	268.3	46.7	2.0	13.0	100.0	0.0	1.1	854.0	773.0	K		hargrave 2021-11-27 13:52:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB17-2a	CB17-2a_LP-DIR-T	CB17-2		lt	351.7	46.6	2.0	4.0	100.0	46.6	14.9	573.0	273.0	K		hargrave 2021-11-27 13:52:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB17-2a		CB17-2																	This study	LP-NOMAG			
CB17-3a		CB17-3																	This study	LP-NOMAG			
CB17-3a	CB17-3a_LP-DIR-T	CB17-3		lt	157.8	42.4	2.0	4.0	-1.0	43.1	6.0	573.0	273.0	K		hargrave 2021-11-27 13:54:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB17-3a	CB17-3a_LP-DIR-T	CB17-3		mt	235.9	40.4	2.0	11.0	-1.0	0.0	1.3	854.0	803.0	K		hargrave 2021-11-27 13:54:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB17-3a	CB17-3a_LP-DIR-T	CB17-3		lt	2.0	68.3	2.0	4.0	0.0	43.1	6.0	573.0	273.0	K		hargrave 2021-11-27 13:54:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB17-3a	CB17-3a_LP-DIR-T	CB17-3		mt	251.9	43.9	2.0	11.0	0.0	0.0	1.3	854.0	803.0	K		hargrave 2021-11-27 13:54:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB17-3a	CB17-3a_LP-DIR-T	CB17-3		lt	2.8	57.9	2.0	4.0	100.0	43.1	6.0	573.0	273.0	K		hargrave 2021-11-27 13:54:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB17-3a	CB17-3a_LP-DIR-T	CB17-3		mt	262.0	47.1	2.0	11.0	100.0	0.0	1.3	854.0	803.0	K		hargrave 2021-11-27 13:54:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB17-4a	CB17-4a_LP-DIR-T	CB17-4		mt	240.4	46.5	2.0	11.0	-1.0	0.0	2.1	854.0	803.0	K		hargrave 2021-11-27 13:55:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB17-4a		CB17-4																	This study	LP-NOMAG			
CB17-4a	CB17-4a_LP-DIR-T	CB17-4		lt	119.7	67.8	2.0	4.0	-1.0	48.5	16.9	573.0	273.0	K		hargrave 2021-11-27 13:55:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB17-4a	CB17-4a_LP-DIR-T	CB17-4		lt	27.2	66.1	2.0	4.0	0.0	48.5	16.9	573.0	273.0	K		hargrave 2021-11-27 13:55:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB17-4a	CB17-4a_LP-DIR-T	CB17-4		mt	244.2	53.2	2.0	11.0	0.0	0.0	2.1	854.0	803.0	K		hargrave 2021-11-27 13:55:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB17-4a	CB17-4a_LP-DIR-T	CB17-4		mt	258.0	57.4	2.0	11.0	100.0	0.0	2.1	854.0	803.0	K		hargrave 2021-11-27 13:55:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB17-4a	CB17-4a_LP-DIR-T	CB17-4		lt	20.9	56.3	2.0	4.0	100.0	48.5	16.9	573.0	273.0	K		hargrave 2021-11-27 13:55:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB17-5a	CB17-5a_LP-DIR-T	CB17-5		lt	204.7	58.0	2.0	4.0	-1.0	51.1	16.4	573.0	273.0	K		hargrave 2021-11-27 13:57:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB17-5a	CB17-5a_LP-DIR-T	CB17-5		mt	99.7	47.5	2.0	12.0	-1.0	0.0	1.1	854.0	793.0	K		hargrave 2021-11-27 13:57:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB17-5a	CB17-5a_LP-DIR-T	CB17-5		lt	22.7	65.0	2.0	4.0	0.0	51.1	16.4	573.0	273.0	K		hargrave 2021-11-27 13:57:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB17-5a	CB17-5a_LP-DIR-T	CB17-5		mt	261.8	48.3	2.0	12.0	0.0	0.0	1.1	854.0	793.0	K		hargrave 2021-11-27 13:57:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
