tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
CB16-8a_LP-DIR-T-1637	CB16-8a_LP-DIR-T	CB16-8a	2.5	167.5	-38.8	0	0	0.0	0.0	3	573.0	This study	hargrave 2021-11-01 12:13:44	LT-T-Z:LP-DIR-T	g	1637	u	8	273			pmagpy-4.2.24-1	3.98e-06	1.54e-08	1.71e-07	4.48e-08
CB16-8a_LP-DIR-T-1638	CB16-8a_LP-DIR-T	CB16-8a	4.3	159.0	-41.8	0	0	0.0	0.0	4	598.0	This study	hargrave 2021-11-01 19:39:45	LT-T-Z:LP-DIR-T	g	1638	u	8	273			pmagpy-4.2.24-1	3.47e-06	7.320000000000001e-08	2.47e-07	3.73e-08
CB16-8a_LP-DIR-T-1639	CB16-8a_LP-DIR-T	CB16-8a	0.8	159.2	-41.6	0	0	0.0	0.0	5	623.0	This study	hargrave 2021-11-02 13:39:51	LT-T-Z:LP-DIR-T	g	1639	u	8	273			pmagpy-4.2.24-1	3.48e-06	1.76e-08	2.96e-08	3.72e-08
CB16-8a_LP-DIR-T-1640	CB16-8a_LP-DIR-T	CB16-8a	2.5	159.4	-42.2	0	0	0.0	0.0	6	648.0	This study	hargrave 2021-11-02 19:22:55	LT-T-Z:LP-DIR-T	g	1640	u	8	273			pmagpy-4.2.24-1	3.43e-06	3.08e-08	1.44e-07	3.69e-08
CB16-8a_LP-DIR-T-1641	CB16-8a_LP-DIR-T	CB16-8a	1.9	160.8	-42.6	0	0	0.0	0.0	7	673.0	This study	hargrave 2021-11-04 08:51:58	LT-T-Z:LP-DIR-T	g	1641	u	8	273			pmagpy-4.2.24-1	3.35e-06	1.35e-08	9.86e-08	4.9e-08
CB16-8a_LP-DIR-T-1642	CB16-8a_LP-DIR-T	CB16-8a	3.5	157.0	-43.9	0	0	0.0	0.0	8	693.0	This study	hargrave 2021-11-04 16:09:00	LT-T-Z:LP-DIR-T	g	1642	u	8	273			pmagpy-4.2.24-1	3.29e-06	5.450000000000001e-08	1.9e-07	3.2e-08
CB16-8a_LP-DIR-T-1643	CB16-8a_LP-DIR-T	CB16-8a	1.5	156.5	-45.4	0	0	0.0	0.0	9	713.0	This study	hargrave 2021-11-05 16:36:02	LT-T-Z:LP-DIR-T	g	1643	u	8	273			pmagpy-4.2.24-1	3.18e-06	9.93e-09	7.77e-08	3.2900000000000003e-08
CB16-8a_LP-DIR-T-1644	CB16-8a_LP-DIR-T	CB16-8a	2.4	153.4	-44.7	0	0	0.0	0.0	10	733.0	This study	hargrave 2021-11-06 12:27:00	LT-T-Z:LP-DIR-T	g	1644	u	8	273			pmagpy-4.2.24-1	2.79e-06	3.21e-08	1.08e-07	2.53e-08
CB16-8a_LP-DIR-T-1645	CB16-8a_LP-DIR-T	CB16-8a	2.5	152.8	-44.3	0	0	0.0	0.0	11	753.0	This study	hargrave 2021-11-07 10:32:43	LT-T-Z:LP-DIR-T	g	1645	u	8	273			pmagpy-4.2.24-1	2.59e-06	3.35e-08	1.03e-07	3.4500000000000005e-08
CB16-8a_LP-DIR-T-1646	CB16-8a_LP-DIR-T	CB16-8a	2.4	151.7	-44.2	0	0	0.0	0.0	12	773.0	This study	hargrave 2021-11-07 17:20:11	LT-T-Z:LP-DIR-T	g	1646	u	8	273			pmagpy-4.2.24-1	2.26e-06	2.67e-08	8.71e-08	2.06e-08
CB16-8a_LP-DIR-T-1647	CB16-8a_LP-DIR-T	CB16-8a	1.8	152.4	-47.7	0	0	0.0	0.0	13	793.0	This study	hargrave 2021-11-08 15:56:31	LT-T-Z:LP-DIR-T	g	1647	u	8	273			pmagpy-4.2.24-1	2.06e-06	1.89e-08	6.11e-08	1.83e-08
CB16-8a_LP-DIR-T-1648	CB16-8a_LP-DIR-T	CB16-8a	1.2	151.8	-47.4	0	0	0.0	0.0	14	803.0	This study	hargrave 2021-11-09 15:27:27	LT-T-Z:LP-DIR-T	g	1648	u	8	273			pmagpy-4.2.24-1	1.87e-06	5.57e-09	3.69e-08	1.4e-08
CB16-8a_LP-DIR-T-1649	CB16-8a_LP-DIR-T	CB16-8a	0.8	145.4	-59.2	0	0	0.0	0.0	15	813.0	This study	hargrave 2021-11-10 11:51:08	LT-T-Z:LP-DIR-T	g	1649	u	8	273			pmagpy-4.2.24-1	7.82e-07	7.859999999999999e-09	3.45e-09	6.63e-09
CB16-8a_LP-DIR-T-1650	CB16-8a_LP-DIR-T	CB16-8a	1.7	127.2	-56.8	0	0	0.0	0.0	16	818.0	This study	hargrave 2021-11-10 17:13:41	LT-T-Z:LP-DIR-T	g	1650	u	8	273			pmagpy-4.2.24-1	5.64e-07	3.32e-09	1.74e-08	2.8300000000000004e-09
CB16-8a_LP-DIR-T-1651	CB16-8a_LP-DIR-T	CB16-8a	1.3	148.7	-56.2	0	0	0.0	0.0	17	823.0	This study	hargrave 2021-11-11 15:39:53	LT-T-Z:LP-DIR-T	g	1651	u	8	273			pmagpy-4.2.24-1	4.77e-07	7.85e-09	6.590000000000001e-09	3.87e-09
CB16-8a_LP-DIR-T-1652	CB16-8a_LP-DIR-T	CB16-8a	3.1	128.2	-55.9	0	0	0.0	0.0	18	828.0	This study	hargrave 2021-11-12 13:28:36	LT-T-Z:LP-DIR-T	g	1652	u	8	273			pmagpy-4.2.24-1	3.17e-07	6.42e-09	1.69e-08	1.6300000000000002e-09
CB16-8a_LP-DIR-T-1653	CB16-8a_LP-DIR-T	CB16-8a	4.7	147.1	-48.0	0	0	0.0	0.0	19	833.0	This study	hargrave 2021-11-13 10:19:48	LT-T-Z:LP-DIR-T	g	1653	u	8	273			pmagpy-4.2.24-1	1.95e-07	1.18e-08	2.53e-09	1.04e-08
CB16-8a_LP-DIR-T-1654	CB16-8a_LP-DIR-T	CB16-8a	4.0	91.2	-59.0	0	0	0.0	0.0	20	838.0	This study	hargrave 2021-11-13 18:38:32	LT-T-Z:LP-DIR-T	g	1654	u	8	273			pmagpy-4.2.24-1	1.68e-07	3.59e-09	1.18e-08	2.42e-09
CB16-8a_LP-DIR-T-1655	CB16-8a_LP-DIR-T	CB16-8a	10.5	75.6	-87.5	0	0	0.0	0.0	21	843.0	This study	hargrave 2021-11-15 13:52:25	LT-T-Z:LP-DIR-T	g	1655	u	8	273			pmagpy-4.2.24-1	8.92e-08	1.57e-08	5e-09	8.87e-09
CB16-8a_LP-DIR-T-1656	CB16-8a_LP-DIR-T	CB16-8a	1.8	41.3	-77.5	0	0	0.0	0.0	22	843.0	This study	hargrave 2021-11-15 16:35:56	LT-T-Z:LP-DIR-T	g	1656	u	8	273			pmagpy-4.2.24-1	9.64e-08	1.98e-09	2.32e-09	1.32e-09
CB16-8a_LP-DIR-T-1657	CB16-8a_LP-DIR-T	CB16-8a	6.0	278.7	-35.4	0	0	0.0	0.0	23	848.0	This study	hargrave 2021-11-16 14:36:38	LT-T-Z:LP-DIR-T	g	1657	u	8	273			pmagpy-4.2.24-1	5.74e-08	4.51e-09	8.440000000000001e-09	7.72e-10
CB16-8a_LP-DIR-T-1658	CB16-8a_LP-DIR-T	CB16-8a	7.2	127.2	-44.5	0	0	0.0	0.0	24	851.0	This study	hargrave 2021-11-17 13:21:10	LT-T-Z:LP-DIR-T	g	1658	u	8	273			pmagpy-4.2.24-1	7.47e-08	5.71e-09	1.17e-08	7.38e-10
CB16-8a_LP-DIR-T-1659	CB16-8a_LP-DIR-T	CB16-8a	14.4	263.0	-58.1	0	0	0.0	0.0	25	854.0	This study	hargrave 2021-11-18 13:12:53	LT-T-Z:LP-DIR-T	g	1659	u	8	273			pmagpy-4.2.24-1	3.82e-08	6.9499999999999985e-09	5.4e-09	4.970000000000001e-09
CB17-1a_LP-DIR-T-1660	CB17-1a_LP-DIR-T	CB17-1a	2.4	172.4	-19.7	0	0	0.0	0.0	0	273.0	This study	hargrave 2021-10-29 15:18:50	LT-NO:LP-DIR-T	g	1660	u	8	273			pmagpy-4.2.24-1	1.94e-05	3.35e-08	7.35e-07	3.570000000000001e-07
CB17-1a_LP-DIR-T-1661	CB17-1a_LP-DIR-T	CB17-1a	3.3	168.8	-20.4	0	0	0.0	0.0	1	373.0	This study	hargrave 2021-10-30 12:30:18	LT-T-Z:LP-DIR-T	g	1661	u	8	273			pmagpy-4.2.24-1	1.88e-05	1.15e-07	1.02e-06	3.53e-07
CB17-1a_LP-DIR-T-1662	CB17-1a_LP-DIR-T	CB17-1a	4.9	168.3	-22.6	0	0	0.0	0.0	2	473.0	This study	hargrave 2021-10-31 15:28:58	LT-T-Z:LP-DIR-T	g	1662	u	8	273			pmagpy-4.2.24-1	1.7899999999999998e-05	2.11e-07	1.5e-06	3.42e-07
CB17-1a_LP-DIR-T-1663	CB17-1a_LP-DIR-T	CB17-1a	2.7	166.4	-24.6	0	0	0.0	0.0	3	573.0	This study	hargrave 2021-11-01 12:23:52	LT-T-Z:LP-DIR-T	g	1663	u	8	273			pmagpy-4.2.24-1	1.64e-05	8.220000000000001e-08	7.15e-07	2.92e-07
CB17-1a_LP-DIR-T-1664	CB17-1a_LP-DIR-T	CB17-1a	3.6	163.0	-25.0	0	0	0.0	0.0	4	598.0	This study	hargrave 2021-11-01 19:49:05	LT-T-Z:LP-DIR-T	g	1664	u	8	273			pmagpy-4.2.24-1	1.6100000000000002e-05	2.03e-07	9.59e-07	2.9e-07
CB17-1a_LP-DIR-T-1665	CB17-1a_LP-DIR-T	CB17-1a	1.9	162.9	-25.5	0	0	0.0	0.0	5	623.0	This study	hargrave 2021-11-02 13:41:03	LT-T-Z:LP-DIR-T	g	1665	u	8	273			pmagpy-4.2.24-1	1.53e-05	2.15e-07	3.81e-07	2.66e-07
CB17-1a_LP-DIR-T-1666	CB17-1a_LP-DIR-T	CB17-1a	2.0	164.1	-26.5	0	0	0.0	0.0	6	648.0	This study	hargrave 2021-11-02 19:24:05	LT-T-Z:LP-DIR-T	g	1666	u	8	273			pmagpy-4.2.24-1	1.3800000000000003e-05	3.66e-08	4.17e-07	2.52e-07
CB17-1a_LP-DIR-T-1667	CB17-1a_LP-DIR-T	CB17-1a	1.9	162.9	-27.1	0	0	0.0	0.0	7	673.0	This study	hargrave 2021-11-04 08:53:11	LT-T-Z:LP-DIR-T	g	1667	u	8	273			pmagpy-4.2.24-1	1.28e-05	3.56e-08	3.63e-07	2.4e-07
CB17-1a_LP-DIR-T-1668	CB17-1a_LP-DIR-T	CB17-1a	6.8	160.9	-27.9	0	0	0.0	0.0	8	693.0	This study	hargrave 2021-11-04 16:10:13	LT-T-Z:LP-DIR-T	g	1668	u	8	273			pmagpy-4.2.24-1	1.2e-05	3.720000000000001e-07	1.37e-06	2.23e-07
CB17-1a_LP-DIR-T-1669	CB17-1a_LP-DIR-T	CB17-1a	1.6	162.2	-28.2	0	0	0.0	0.0	9	713.0	This study	hargrave 2021-11-05 16:37:15	LT-T-Z:LP-DIR-T	g	1669	u	8	273			pmagpy-4.2.24-1	1.14e-05	3.19e-08	2.36e-07	2.08e-07
CB17-1a_LP-DIR-T-1670	CB17-1a_LP-DIR-T	CB17-1a	2.8	162.3	-28.8	0	0	0.0	0.0	10	733.0	This study	hargrave 2021-11-06 12:28:10	LT-T-Z:LP-DIR-T	g	1670	u	8	273			pmagpy-4.2.24-1	1.03e-05	6.12e-08	4.56e-07	1.85e-07
CB17-1a_LP-DIR-T-1671	CB17-1a_LP-DIR-T	CB17-1a	2.6	161.9	-29.0	0	0	0.0	0.0	11	753.0	This study	hargrave 2021-11-07 10:33:56	LT-T-Z:LP-DIR-T	g	1671	u	8	273			pmagpy-4.2.24-1	9.68e-06	7.21e-08	4.02e-07	1.86e-07
CB17-1a_LP-DIR-T-1672	CB17-1a_LP-DIR-T	CB17-1a	2.8	162.0	-29.4	0	0	0.0	0.0	12	773.0	This study	hargrave 2021-11-07 17:21:38	LT-T-Z:LP-DIR-T	g	1672	u	8	273			pmagpy-4.2.24-1	8.92e-06	6.24e-08	4.02e-07	1.59e-07
CB17-1a_LP-DIR-T-1673	CB17-1a_LP-DIR-T	CB17-1a	1.5	160.9	-30.1	0	0	0.0	0.0	13	793.0	This study	hargrave 2021-11-08 15:57:58	LT-T-Z:LP-DIR-T	g	1673	u	8	273			pmagpy-4.2.24-1	8.12e-06	1.23e-08	1.6300000000000002e-07	1.28e-07
CB17-1a_LP-DIR-T-1674	CB17-1a_LP-DIR-T	CB17-1a	2.6	161.1	-30.0	0	0	0.0	0.0	14	803.0	This study	hargrave 2021-11-09 15:28:54	LT-T-Z:LP-DIR-T	g	1674	u	8	273			pmagpy-4.2.24-1	7.499999999999999e-06	5.78e-08	3.17e-07	1.12e-07
CB17-1a_LP-DIR-T-1675	CB17-1a_LP-DIR-T	CB17-1a	0.9	161.9	-28.5	0	0	0.0	0.0	15	813.0	This study	hargrave 2021-11-10 11:52:35	LT-T-Z:LP-DIR-T	g	1675	u	8	273			pmagpy-4.2.24-1	4.87e-06	2.89e-08	1.98e-08	6.94e-08
CB17-1a_LP-DIR-T-1676	CB17-1a_LP-DIR-T	CB17-1a	1.0	161.7	-28.3	0	0	0.0	0.0	16	818.0	This study	hargrave 2021-11-10 17:15:07	LT-T-Z:LP-DIR-T	g	1676	u	8	273			pmagpy-4.2.24-1	4.26e-06	2.66e-08	1.93e-08	6.38e-08
CB17-1a_LP-DIR-T-1677	CB17-1a_LP-DIR-T	CB17-1a	3.7	164.5	-27.7	0	0	0.0	0.0	17	823.0	This study	hargrave 2021-11-11 15:41:21	LT-T-Z:LP-DIR-T	g	1677	u	8	273			pmagpy-4.2.24-1	3.89e-06	4.08e-08	2.4e-07	5.98e-08
CB17-1a_LP-DIR-T-1678	CB17-1a_LP-DIR-T	CB17-1a	2.3	166.0	-28.5	0	0	0.0	0.0	18	828.0	This study	hargrave 2021-11-12 13:30:08	LT-T-Z:LP-DIR-T	g	1678	u	8	273			pmagpy-4.2.24-1	3.16e-06	7.63e-09	1.18e-07	4.72e-08
CB17-1a_LP-DIR-T-1679	CB17-1a_LP-DIR-T	CB17-1a	1.4	165.7	-26.5	0	0	0.0	0.0	19	833.0	This study	hargrave 2021-11-13 10:21:17	LT-T-Z:LP-DIR-T	g	1679	u	8	273			pmagpy-4.2.24-1	2.17e-06	7.56e-09	4.09e-08	3.61e-08
CB17-1a_LP-DIR-T-1680	CB17-1a_LP-DIR-T	CB17-1a	1.8	162.9	-26.9	0	0	0.0	0.0	20	838.0	This study	hargrave 2021-11-13 18:40:01	LT-T-Z:LP-DIR-T	g	1680	u	8	273			pmagpy-4.2.24-1	2.03e-06	4.79e-09	5.44e-08	3.02e-08
CB17-1a_LP-DIR-T-1681	CB17-1a_LP-DIR-T	CB17-1a	3.4	165.3	-26.9	0	0	0.0	0.0	21	843.0	This study	hargrave 2021-11-15 13:53:53	LT-T-Z:LP-DIR-T	g	1681	u	8	273			pmagpy-4.2.24-1	1.59e-06	9.73e-09	8.949999999999997e-08	3.0499999999999995e-08
CB17-1a_LP-DIR-T-1682	CB17-1a_LP-DIR-T	CB17-1a	1.0	164.5	-26.6	0	0	0.0	0.0	22	848.0	This study	hargrave 2021-11-16 14:38:05	LT-T-Z:LP-DIR-T	g	1682	u	8	273			pmagpy-4.2.24-1	1.4e-06	7.98e-09	8.98e-09	2.03e-08
CB17-1a_LP-DIR-T-1683	CB17-1a_LP-DIR-T	CB17-1a	2.8	159.8	-25.6	0	0	0.0	0.0	23	851.0	This study	hargrave 2021-11-17 13:22:41	LT-T-Z:LP-DIR-T	g	1683	u	8	273			pmagpy-4.2.24-1	1.09e-06	2.38e-08	4.61e-08	1.49e-08
CB17-1a_LP-DIR-T-1684	CB17-1a_LP-DIR-T	CB17-1a	1.4	162.2	-25.0	0	0	0.0	0.0	24	854.0	This study	hargrave 2021-11-18 13:14:25	LT-T-Z:LP-DIR-T	g	1684	u	8	273			pmagpy-4.2.24-1	1.02e-06	1.32e-08	1.56e-08	1.33e-08
CB17-1a_LP-DIR-T-1685	CB17-1a_LP-DIR-T	CB17-1a	4.2	168.6	-23.5	0	0	0.0	0.0	25	860.0	This study	hargrave 2021-11-22 10:12:50	LT-T-Z:LP-DIR-T	g	1685	u	8	273			pmagpy-4.2.24-1	5.15e-07	4.98e-09	3.62e-08	9.02e-09
CB17-1a_LP-DIR-T-1686	CB17-1a_LP-DIR-T	CB17-1a	1.3	162.0	-26.2	0	0	0.0	0.0	26	873.0	This study	hargrave 2021-11-23 09:27:55	LT-T-Z:LP-DIR-T	g	1686	u	8	273			pmagpy-4.2.24-1	4.93e-07	1.03e-08	2.4e-09	6.709999999999999e-09
CB17-1a_LP-DIR-T-1687	CB17-1a_LP-DIR-T	CB17-1a	1.6	172.6	-27.0	0	0	0.0	0.0	27	888.0	This study	hargrave 2021-11-23 16:51:32	LT-T-Z:LP-DIR-T	g	1687	u	8	273			pmagpy-4.2.24-1	3.720000000000001e-07	3.61e-09	7.62e-09	6.55e-09
CB17-1a_LP-DIR-T-1688	CB17-1a_LP-DIR-T	CB17-1a	1.9	168.2	-22.4	0	0	0.0	0.0	28	903.0	This study	hargrave 2021-11-24 16:24:35	LT-T-Z:LP-DIR-T	g	1688	u	8	273			pmagpy-4.2.24-1	3.36e-07	3.86e-09	9.92e-09	4.770000000000001e-09
CB17-1a_LP-DIR-T-1689	CB17-1a_LP-DIR-T	CB17-1a	3.1	163.9	-31.3	0	0	0.0	0.0	29	918.0	This study	hargrave 2021-11-27 13:51:29	LT-T-Z:LP-DIR-T	g	1689	u	8	273			pmagpy-4.2.24-1	1.87e-07	7.72e-09	1.36e-09	7.120000000000002e-09
CB17-2a_LP-DIR-T-1690	CB17-2a_LP-DIR-T	CB17-2a	1.2	197.7	-16.5	0	0	0.0	0.0	0	273.0	This study	hargrave 2021-10-29 15:20:17	LT-NO:LP-DIR-T	g	1690	u	8	273			pmagpy-4.2.24-1	1.86e-05	5.66e-08	2.63e-07	2.87e-07
CB17-2a_LP-DIR-T-1691	CB17-2a_LP-DIR-T	CB17-2a	5.6	194.7	-18.3	0	0	0.0	0.0	1	373.0	This study	hargrave 2021-10-30 12:31:44	LT-T-Z:LP-DIR-T	g	1691	u	8	273			pmagpy-4.2.24-1	1.8e-05	5.06e-07	1.67e-06	2.99e-07
CB17-2a_LP-DIR-T-1692	CB17-2a_LP-DIR-T	CB17-2a	3.4	193.5	-20.8	0	0	0.0	0.0	2	473.0	This study	hargrave 2021-10-31 15:30:24	LT-T-Z:LP-DIR-T	g	1692	u	8	273			pmagpy-4.2.24-1	1.74e-05	2.96e-07	9.4e-07	2.88e-07
CB17-2a_LP-DIR-T-1693	CB17-2a_LP-DIR-T	CB17-2a	2.1	194.2	-23.6	0	0	0.0	0.0	3	573.0	This study	hargrave 2021-11-01 12:25:02	LT-T-Z:LP-DIR-T	g	1693	u	8	273			pmagpy-4.2.24-1	1.63e-05	2.03e-07	5.14e-07	2.47e-07
CB17-2a_LP-DIR-T-1694	CB17-2a_LP-DIR-T	CB17-2a	2.5	191.3	-24.2	0	0	0.0	0.0	4	598.0	This study	hargrave 2021-11-01 19:50:14	LT-T-Z:LP-DIR-T	g	1694	u	8	273			pmagpy-4.2.24-1	1.59e-05	1.98e-07	6.31e-07	2.55e-07
CB17-2a_LP-DIR-T-1695	CB17-2a_LP-DIR-T	CB17-2a	3.2	191.6	-24.8	0	0	0.0	0.0	5	623.0	This study	hargrave 2021-11-02 13:42:17	LT-T-Z:LP-DIR-T	g	1695	u	8	273			pmagpy-4.2.24-1	1.53e-05	1.11e-07	8.29e-07	2.26e-07
CB17-2a_LP-DIR-T-1696	CB17-2a_LP-DIR-T	CB17-2a	0.9	194.6	-26.0	0	0	0.0	0.0	6	648.0	This study	hargrave 2021-11-02 19:25:55	LT-T-Z:LP-DIR-T	g	1696	u	8	273			pmagpy-4.2.24-1	1.4e-05	7.96e-08	4.01e-08	2.14e-07
CB17-2a_LP-DIR-T-1697	CB17-2a_LP-DIR-T	CB17-2a	3.3	194.0	-26.6	0	0	0.0	0.0	7	673.0	This study	hargrave 2021-11-04 08:54:21	LT-T-Z:LP-DIR-T	g	1697	u	8	273			pmagpy-4.2.24-1	1.33e-05	2.49e-07	6.84e-07	2.19e-07
CB17-2a_LP-DIR-T-1698	CB17-2a_LP-DIR-T	CB17-2a	3.0	193.8	-27.0	0	0	0.0	0.0	8	693.0	This study	hargrave 2021-11-04 16:12:06	LT-T-Z:LP-DIR-T	g	1698	u	8	273			pmagpy-4.2.24-1	1.28e-05	2.26e-07	5.88e-07	2.06e-07
CB17-2a_LP-DIR-T-1699	CB17-2a_LP-DIR-T	CB17-2a	1.8	194.2	-27.3	0	0	0.0	0.0	9	713.0	This study	hargrave 2021-11-05 16:38:27	LT-T-Z:LP-DIR-T	g	1699	u	8	273			pmagpy-4.2.24-1	1.22e-05	1.65e-07	2.99e-07	1.95e-07
CB17-2a_LP-DIR-T-1700	CB17-2a_LP-DIR-T	CB17-2a	1.0	193.9	-27.6	0	0	0.0	0.0	10	733.0	This study	hargrave 2021-11-06 12:29:20	LT-T-Z:LP-DIR-T	g	1700	u	8	273			pmagpy-4.2.24-1	1.14e-05	7.690000000000001e-08	4.15e-08	1.83e-07
CB17-2a_LP-DIR-T-1701	CB17-2a_LP-DIR-T	CB17-2a	3.0	193.3	-27.9	0	0	0.0	0.0	11	753.0	This study	hargrave 2021-11-07 10:35:06	LT-T-Z:LP-DIR-T	g	1701	u	8	273			pmagpy-4.2.24-1	1.0800000000000003e-05	1.88e-07	4.970000000000001e-07	1.83e-07
CB17-2a_LP-DIR-T-1702	CB17-2a_LP-DIR-T	CB17-2a	3.4	192.2	-28.0	0	0	0.0	0.0	12	773.0	This study	hargrave 2021-11-07 17:23:05	LT-T-Z:LP-DIR-T	g	1702	u	8	273			pmagpy-4.2.24-1	1.03e-05	1.9e-07	5.55e-07	1.72e-07
CB17-2a_LP-DIR-T-1703	CB17-2a_LP-DIR-T	CB17-2a	1.5	193.6	-28.1	0	0	0.0	0.0	13	793.0	This study	hargrave 2021-11-08 15:59:27	LT-T-Z:LP-DIR-T	g	1703	u	8	273			pmagpy-4.2.24-1	9.86e-06	9.97e-08	1.94e-07	1.33e-07
CB17-2a_LP-DIR-T-1704	CB17-2a_LP-DIR-T	CB17-2a	2.5	192.5	-28.2	0	0	0.0	0.0	14	803.0	This study	hargrave 2021-11-09 15:30:21	LT-T-Z:LP-DIR-T	g	1704	u	8	273			pmagpy-4.2.24-1	9.32e-06	1.26e-07	3.62e-07	1.2199999999999998e-07
CB17-2a_LP-DIR-T-1705	CB17-2a_LP-DIR-T	CB17-2a	0.9	195.3	-27.4	0	0	0.0	0.0	15	813.0	This study	hargrave 2021-11-10 11:54:01	LT-T-Z:LP-DIR-T	g	1705	u	8	273			pmagpy-4.2.24-1	5.81e-06	1.76e-08	5.77e-08	7e-08
CB17-2a_LP-DIR-T-1706	CB17-2a_LP-DIR-T	CB17-2a	2.2	193.4	-27.1	0	0	0.0	0.0	16	818.0	This study	hargrave 2021-11-10 17:16:35	LT-T-Z:LP-DIR-T	g	1706	u	8	273			pmagpy-4.2.24-1	4.83e-06	6.09e-08	1.66e-07	6.28e-08
CB17-2a_LP-DIR-T-1707	CB17-2a_LP-DIR-T	CB17-2a	0.8	193.9	-27.1	0	0	0.0	0.0	17	823.0	This study	hargrave 2021-11-11 15:42:48	LT-T-Z:LP-DIR-T	g	1707	u	8	273			pmagpy-4.2.24-1	4.15e-06	1.53e-08	2.57e-08	4.9e-08
CB17-2a_LP-DIR-T-1708	CB17-2a_LP-DIR-T	CB17-2a	1.6	192.6	-26.9	0	0	0.0	0.0	18	828.0	This study	hargrave 2021-11-12 13:31:35	LT-T-Z:LP-DIR-T	g	1708	u	8	273			pmagpy-4.2.24-1	3.22e-06	3.41e-08	7.110000000000001e-08	4.22e-08
CB17-2a_LP-DIR-T-1709	CB17-2a_LP-DIR-T	CB17-2a	1.1	198.0	-25.0	0	0	0.0	0.0	19	833.0	This study	hargrave 2021-11-13 10:22:46	LT-T-Z:LP-DIR-T	g	1709	u	8	273			pmagpy-4.2.24-1	1.81e-06	1.18e-08	1.77e-08	2.83e-08
CB17-2a_LP-DIR-T-1710	CB17-2a_LP-DIR-T	CB17-2a	4.6	192.8	-26.5	0	0	0.0	0.0	20	838.0	This study	hargrave 2021-11-13 18:41:27	LT-T-Z:LP-DIR-T	g	1710	u	8	273			pmagpy-4.2.24-1	1.69e-06	3.74e-08	1.29e-07	2.28e-08
CB17-2a_LP-DIR-T-1711	CB17-2a_LP-DIR-T	CB17-2a	2.1	196.9	-26.2	0	0	0.0	0.0	21	843.0	This study	hargrave 2021-11-15 13:55:20	LT-T-Z:LP-DIR-T	g	1711	u	8	273			pmagpy-4.2.24-1	1.44e-06	2.68e-08	3.89e-08	2.28e-08
CB17-2a_LP-DIR-T-1712	CB17-2a_LP-DIR-T	CB17-2a	0.8	194.7	-24.7	0	0	0.0	0.0	22	848.0	This study	hargrave 2021-11-16 14:39:31	LT-T-Z:LP-DIR-T	g	1712	u	8	273			pmagpy-4.2.24-1	1.18e-06	5.78e-09	4.73e-09	1.44e-08
CB17-2a_LP-DIR-T-1713	CB17-2a_LP-DIR-T	CB17-2a	2.0	189.8	-27.3	0	0	0.0	0.0	23	851.0	This study	hargrave 2021-11-17 13:25:17	LT-T-Z:LP-DIR-T	g	1713	u	8	273			pmagpy-4.2.24-1	7.970000000000002e-07	8.48e-09	2.4e-08	1.12e-08
CB17-2a_LP-DIR-T-1714	CB17-2a_LP-DIR-T	CB17-2a	5.3	195.0	-25.4	0	0	0.0	0.0	24	854.0	This study	hargrave 2021-11-18 13:16:13	LT-T-Z:LP-DIR-T	g	1714	u	8	273			pmagpy-4.2.24-1	7.43e-07	2.19e-08	6.47e-08	9.59e-09
CB17-2a_LP-DIR-T-1715	CB17-2a_LP-DIR-T	CB17-2a	5.1	192.6	-22.1	0	0	0.0	0.0	25	860.0	This study	hargrave 2021-11-22 10:14:11	LT-T-Z:LP-DIR-T	g	1715	u	8	273			pmagpy-4.2.24-1	6.8e-07	1.55e-08	5.76e-08	1.1e-08
CB17-2a_LP-DIR-T-1716	CB17-2a_LP-DIR-T	CB17-2a	3.5	186.9	-26.3	0	0	0.0	0.0	26	873.0	This study	hargrave 2021-11-23 09:29:16	LT-T-Z:LP-DIR-T	g	1716	u	8	273			pmagpy-4.2.24-1	3.48e-07	1.26e-08	1.74e-08	6.73e-09
CB17-2a_LP-DIR-T-1717	CB17-2a_LP-DIR-T	CB17-2a	2.8	200.0	-28.5	0	0	0.0	0.0	27	888.0	This study	hargrave 2021-11-23 16:52:53	LT-T-Z:LP-DIR-T	g	1717	u	8	273			pmagpy-4.2.24-1	3.19e-07	7.3e-09	1.31e-08	4.24e-09
CB17-2a_LP-DIR-T-1718	CB17-2a_LP-DIR-T	CB17-2a	1.3	191.2	-25.7	0	0	0.0	0.0	28	903.0	This study	hargrave 2021-11-24 16:25:56	LT-T-Z:LP-DIR-T	g	1718	u	8	273			pmagpy-4.2.24-1	2.5e-07	6.32e-09	1.4800000000000005e-09	3.2e-09
CB17-2a_LP-DIR-T-1719	CB17-2a_LP-DIR-T	CB17-2a	3.1	208.4	-30.8	0	0	0.0	0.0	29	918.0	This study	hargrave 2021-11-27 13:52:50	LT-T-Z:LP-DIR-T	g	1719	u	8	273			pmagpy-4.2.24-1	1.81e-07	1.57e-08	1.07e-08	1.3e-09
